,1,2,inf,cos
1,0.008225008612771489,0.009626225787542353,0.008596037749884999,0.018040323975128558
3,0.007997084587577774,0.009857033537946336,0.008507892999932664,0.016205512256237852
5,0.007945064549858216,0.009505813787927763,0.00836857758140468,0.015692941681845696
7,0.00799412839373872,0.009797166375074084,0.008594366406350673,0.01700887288729973
9,0.008358591699834505,0.009900696056365631,0.008346839337673374,0.014724732543754726
